id,tenant_id,branch_id,customer_id,register_id,type,status,payment_method,subtotal,delivery_fee,tips,total,delivery_address,notes,created_at,updated_at,tracking_token,delivery_pin
0d93e11c-17bc-42b4-bef2-24be97b8ff7b,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,20000.0,5000.0,0.0,25000.0,CRA 19 #18-44,,2026-06-19 22:27:01.604549+00:00,2026-06-19T22:49:06.453+00:00,add6af66-a6cd-4a91-aaf5-3406fe8d2be1,
f6bf9c35-03ba-4858-8880-439aaf89b043,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,9500.0,5000.0,0.0,14500.0,CRA 19 #18-44,,2026-06-19 18:25:25.529972+00:00,2026-06-19T22:49:08.098+00:00,ac38a20b-64a4-4afc-9148-1961a945378e,
a1000001-0000-4000-8000-000000000003,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,d1000000-0000-4000-8000-000000000001,,dine_in,delivered,card,32000.0,0.0,4000.0,36000.0,,,2026-06-19 01:38:34.010965+00:00,2026-06-19T22:49:09.761+00:00,110dbf74-0b06-4e01-b68f-e59e10cc7780,
fc0c3c13-374d-4066-8744-3a66189c7fa0,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,42000.0,5000.0,0.0,47000.0,CRA 19 #18-44,,2026-06-19 04:33:21.614580+00:00,2026-06-19T22:49:14.167+00:00,f8831ead-870b-4f1d-bd27-d4cf0da451a9,
dc2fe0d9-9bc9-4d05-9a5b-bc5d4c43eec2,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,9500.0,5000.0,0.0,14500.0,CRA 19 18#44,,2026-06-19 03:58:19.331556+00:00,2026-06-19T22:49:16.771+00:00,3b590767-530d-4bc1-b754-e729ee72a649,
d23a2ede-fd59-41f6-b7c7-74e498ec24ea,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,dine_in,ready,cash,20000.0,0.0,0.0,20000.0,,[ID: T-VWGJ],2026-06-20 17:59:20.871088+00:00,2026-07-10T02:07:42.421+00:00,f6d1ddd2-be8f-440c-b16c-117750628659,
a185b51c-6db9-4a12-9303-7bdf0f44ebdd,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,confirmed,nequi,9500.0,5000.0,0.0,14500.0,CRA 19 18#44,,2026-06-19 04:00:11.572545+00:00,2026-06-19T23:59:18.367+00:00,03990bb6-5f5c-4851-9268-fa566d931fa9,
1dbc5e53-9083-42f3-90d1-845b4128635f,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,transfer,40000.0,0.0,0.0,40000.0,CRA 19 #18-44,[ID: T-OD1N] [Cliente: GOKU] | [TRANSFERENCIA] Pendiente de validación | [COMPROBANTE: https://jeuvobmjhuyskxepdbmt.supabase.co/storage/v1/object/public/receipts/760723850/AgACAgEAAxkBAAICwWo2M4PKJO8n6JhRU2WWHgVBfrQdAAIFDGsb8mCwRV8zztqLDWrVAQADAgADeQADPAQ.jpg] | [PAGO APROBADO],2026-06-20 06:30:43.614000+00:00,2026-06-20T16:45:25.494+00:00,d2586b4c-fe52-4996-914a-db2caf61d28f,
406d9581-8393-4a83-bb93-f7a60b53ee03,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,830408d1-c4cf-4547-abf9-f6bf6977c2f8,,delivery,delivered,transfer,88500.0,0.0,0.0,88500.0,Carrera 28#28-30,[ID: T-KMA3] [Cliente: Lina] | [TRANSFERENCIA] Pendiente de validación | [COMPROBANTE: https://jeuvobmjhuyskxepdbmt.supabase.co/storage/v1/object/public/receipts/1748430946/AgACAgEAAxkBAAIC_2o2PCOzu2iv_93Yh4-JFCMkZN8aAAK8C2sb9-u4RSN_qJJdKeaSAQADAgADeQADPAQ.jpg],2026-06-20 07:07:44.739000+00:00,2026-06-20T16:46:47.12+00:00,5b059436-63a7-4166-95d0-10305868150c,
3d2d5af3-cacd-4e40-9b35-4481e5a7273e,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,pickup,delivered,cash,42000.0,0.0,0.0,42000.0,,,2026-06-19 22:51:44.552515+00:00,2026-06-20T16:51:09.175+00:00,6c9dee7b-c833-44ad-b66e-a0d409f2e430,
70b188a8-13b0-4b09-af84-1fc7f6e5a462,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,830408d1-c4cf-4547-abf9-f6bf6977c2f8,,dine_in,delivered,nequi,9500.0,0.0,0.0,9500.0,, | [PAGO APROBADO],2026-06-20 17:08:35.228245+00:00,2026-06-20T17:59:50.641+00:00,fa4dd99d-ca72-419a-a775-84e853858de5,
92975499-6e69-45c5-8e07-33dc7cc38602,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,830408d1-c4cf-4547-abf9-f6bf6977c2f8,,dine_in,delivered,nequi,49500.0,0.0,0.0,49500.0,,[ID: T-ZOHK] | [PAGO APROBADO],2026-06-20 17:31:37.223126+00:00,2026-06-20T18:01:21.843+00:00,1ca17a97-8666-4f99-b81a-efa74d9c0d65,
8d03b671-26e7-423e-977b-e81baa0c9b41,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,pending,cash,38000.0,5000.0,0.0,43000.0,"CRA 19 # 18-44, PUERTO TEJADA",[ID: T-2LE7] [Cliente: GOKU] | [EFECTIVO] Devuelta: $12.000,2026-07-11 03:21:16.499000+00:00,2026-07-11T03:21:16.539965+00:00,8083535e-d85d-4dca-b10e-0a86eeedc156,8692
a1000001-0000-4000-8000-000000000001,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,d1000000-0000-4000-8000-000000000001,,delivery,delivered,nequi,74000.0,5000.0,3000.0,82000.0,"Calle 10A #34-56, El Poblado",Sin cebolla en la hamburguesa,2026-06-19 00:23:34.010965+00:00,2026-06-20T18:52:36.865+00:00,3e5c1013-ed1c-4b97-8b0d-ca70f3d215d4,
6b702a03-47ac-40dd-be84-21e4609a8f77,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,28500.0,0.0,0.0,28500.0,CRA 19 #18-44,[ID: T-UJ3R] [Cliente: GOKU] | [EFECTIVO] Devuelta: $21.500,2026-06-20 06:50:33.977000+00:00,2026-06-21T17:36:05.437+00:00,e03ae583-e867-4bee-8b24-8d3030ec5e12,
b5712bb0-bc64-4274-82ef-6508165abff2,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,9500.0,5000.0,0.0,14500.0,CRA 28 #28-39,[ID: T-XGNC] [Cliente: GOKU] | [EFECTIVO] Devuelta: $500,2026-06-21 04:38:07.880000+00:00,2026-07-03T02:36:17.735+00:00,1865f356-f75b-4428-9048-ea71dca795dd,
6c384921-003f-4418-82ec-f5826fecbd26,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,pending,nequi,96000.0,5000.0,0.0,101000.0,,,2026-06-20 00:20:34.786166+00:00,2026-07-04T16:54:05.978+00:00,714b7bf5-8c7b-45fc-9003-084545ef587a,
db27b395-8839-424f-8ca2-241d16662740,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,19000.0,0.0,0.0,19000.0,Cali,[ID: T-OEFT] [Cliente: GOKU] | [EFECTIVO] Devuelta: $1.000,2026-06-21 02:49:36.114000+00:00,2026-07-04T17:04:55.797+00:00,3c13e2f7-a338-4039-b0de-886c055f32a1,
b628d695-b862-4836-97b5-feef40f5b084,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,60000.0,0.0,0.0,60000.0,CRA 19# 18-44 puesto Tejada cauca,[ID: T-13OX] [Cliente: GOKU] | [EFECTIVO] Devuelta: $40.000,2026-06-21 02:48:25.801000+00:00,2026-07-04T17:04:59.251+00:00,26a58563-917f-4c8a-8cf8-9a2cff83cd77,
2f31d2a1-b06f-4cbe-a7ab-44120fd87fcd,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,76000.0,0.0,0.0,81000.0,CRA 19#18-44,[ID: T-4ISQ] [Cliente: GOKU] [EFECTIVO] | [EFECTIVO] Devuelta: $24.000,2026-06-21 00:42:08.003000+00:00,2026-07-04T17:05:01.373+00:00,544b5166-df42-4f1b-9d8d-a3e422de7e53,
5bdd83e4-b516-4aa4-9b4e-1db6d576f067,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,d1000000-0000-4000-8000-000000000001,,delivery,shipping,cash,60500.0,0.0,0.0,60500.0,CRA 19 #18-44,[ID: T-C5EK] [Cliente: GOKU] | [EFECTIVO] Devuelta: $39.500,2026-06-20 05:40:15.029000+00:00,2026-07-04T17:05:03.97+00:00,09aac9c4-76e9-403a-af8c-eddfb8230c6f,
374e185f-955f-47c9-8abb-7bc8b0407334,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,830408d1-c4cf-4547-abf9-f6bf6977c2f8,,delivery,shipping,nequi,20000.0,5000.0,0.0,25000.0,Carrera 28 #28-30,,2026-06-19 22:59:47.119266+00:00,2026-07-04T17:05:06.069+00:00,71d93489-5d60-43d8-8146-e5e2b0bdfa43,
eb6f39c3-2328-4673-8fa2-8438e6b1496c,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,40000.0,0.0,0.0,40000.0,CRA 19 #18-44,[ID: T-HAM0] [Cliente: GOKU] | [EFECTIVO] Devuelta: $10.000,2026-06-20 06:45:09.946000+00:00,2026-07-04T17:41:56.04+00:00,59398de5-ee23-4526-90f6-954687154cca,
e529ea8b-0b88-4b05-97a9-c5d67c44b7c3,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,208886b3-2c1a-4060-bab1-83315e06d4fc,,delivery,delivered,cash,10000.0,5000.0,0.0,15000.0,CRA 15 # 18-44,[ID: T-03YW],2026-07-04 18:52:22.752586+00:00,2026-07-04T20:11:16.334+00:00,d5444698-2b1b-48d6-b595-9cdf638d21db,8862
1a2609f6-b447-4ed8-af9c-41c877ba0fe6,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,29082d9c-9002-43ac-b0f5-8c0985cd0c6c,,delivery,delivered,cash,32000.0,5000.0,0.0,37000.0,CRA 17 #17-25 PUERTO TEJADA CAUCA,[ID: T-0V79],2026-07-04 17:37:20.663226+00:00,2026-07-04T20:12:21.174+00:00,3fee63d6-b1eb-41f4-91f9-6cf90377c6fb,7371
ff3d37c8-a0fd-4e1a-86e4-599b8dfa2d8d,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,19000.0,5000.0,0.0,24000.0,"Carrera 28# 28-30, PUERTO TEJADA",[ID: T-3ED8] [Cliente: GOKU] | [EFECTIVO] Devuelta: $1.000,2026-07-04 20:14:11.611000+00:00,2026-07-04T20:17:57.942+00:00,5a377c99-f8f4-411c-b6b9-01d42bb9352e,5303
4695b5ee-d8c1-44f6-9435-1072bafb8839,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,60000.0,5000.0,0.0,65000.0,"CRA 19#18-44, PUERTO TEJADA",[ID: T-3NKK] [Cliente: GOKU] | [EFECTIVO] Devuelta: $40.000,2026-07-10 01:58:17.985000+00:00,2026-07-10T02:10:29.341+00:00,0a353c66-446a-42a6-832b-f82af576a444,8827
398d3b9e-83a6-497e-9698-d9b62e58e59b,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,f59453cd-0b51-49fd-bf95-f0ba0d9ca42f,,delivery,delivered,cash,40000.0,5000.0,0.0,45000.0,CRA 17 # 18-44,[ID: T-N1F3],2026-07-04 18:51:25.678213+00:00,2026-07-10T02:12:49.877+00:00,1236126b-96d0-4f5c-aa32-68b36befe636,5913
0c3c4fe6-e2eb-4a73-a949-705ab5c64f1e,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,29500.0,5000.0,0.0,34500.0,"Carrera 28, Bosques del Limonar, Puerto Tejada, Norte, Cauca, RAP Pacífico, Colombia",[ID: T-Q3II] [Cliente: GOKU] | [EFECTIVO] Devuelta: $20.500,2026-06-21 23:35:54.599000+00:00,2026-07-10T02:16:07.199+00:00,446104ce-8cd5-4774-947e-7132501dbf20,
e8af5322-8407-4810-8c2b-17134825637a,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,,,dine_in,delivered,cash,71500.0,0.0,0.0,71500.0,,[ID: T-0SIP],2026-06-27 15:54:20.752723+00:00,2026-06-27T15:55:43.121+00:00,996ea765-4110-4c35-a70a-668e0a07dbe8,
4e112d01-015d-4d19-af75-924e75f88314,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,80000.0,5000.0,0.0,85000.0,"CRA 19 #18-44, PUERTO TEJADA",[ID: T-1B7M] [Cliente: GOKU] | [EFECTIVO] Devuelta: $20.000,2026-06-27 15:38:44.877000+00:00,2026-07-03T02:34:54.346+00:00,ed17db20-bca0-423a-a3b6-e8ceebb38746,
69a1604c-88d0-4f1d-b8db-87d365fd4e31,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,830408d1-c4cf-4547-abf9-f6bf6977c2f8,,delivery,shipping,cash,74000.0,5000.0,0.0,79000.0,cra 15 # 15-44,[ID: T-Q39K],2026-07-04 14:39:00.100872+00:00,2026-07-04T15:13:53.615+00:00,bdf0a520-b5b1-49f9-80e8-e45675121760,
6ae69a81-8847-4919-aaf4-6e01cac70a9d,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,20000.0,5000.0,0.0,25000.0,"CRA 16 # 16-20, PUERTO TEJADA",[ID: T-XNPB] [Cliente: GOKU] | [EFECTIVO] Devuelta: $30.000,2026-07-03 02:51:01.403000+00:00,2026-07-04T16:23:37.162+00:00,71111715-eae2-48ee-a4f7-5ca052d8c962,
2c7bacec-15fa-46e8-960c-2faefba13d22,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,5ddcab9d-101c-497d-932c-f881e4d09ed2,,delivery,shipping,cash,29000.0,5000.0,0.0,34000.0,CRA 15 #15-24,[ID: T-4GF1] SIN CEBOLLA,2026-07-04 14:46:42.518930+00:00,2026-07-04T17:04:42.304+00:00,f3d27a21-bd11-4e96-96bf-b7e44365896c,
c2eb1778-225b-4f6a-a989-ce6cdb1386fb,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,shipping,cash,40000.0,5000.0,0.0,45000.0,"Carrera 17, La Esperanza-Puerto Tejada, Puerto Tejada, Norte, Cauca, RAP Pacífico, Colombia",[ID: T-H4X1] [Cliente: GOKU] | [EFECTIVO] Devuelta: $10.000,2026-06-24 01:32:24.595000+00:00,2026-07-04T17:04:51.586+00:00,ea1189d4-b4c7-404d-a058-d752e2e031ea,
ca91bfe5-0118-4d90-bf41-9f91268a377c,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,e8198844-1cec-4c92-b59e-842905ed52aa,,delivery,shipping,cash,32000.0,5000.0,0.0,37000.0,CRA 17 #17-25 PUERTO TEJADA CAUCA,[ID: T-AKJW],2026-07-04 17:37:20.540713+00:00,2026-07-04T18:26:56.726+00:00,968c7ac9-772c-4d88-95f7-583f89035692,1939
627ab5ab-62ba-4611-bb20-401e116bc1ac,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,b7fac18e-e538-4b94-ac30-836c107eeeed,,delivery,delivered,cash,32000.0,5000.0,0.0,37000.0,CRA 17 #17-25 PUERTO TEJADA CAUCA,[ID: T-V6X1],2026-07-04 17:37:20.655969+00:00,2026-07-04T17:42:24.387+00:00,a862c3e4-efe6-421e-9278-d80c63811204,7224
b9a23c21-5c36-4f2a-9e27-c96492e44c39,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,20000.0,5000.0,0.0,25000.0,"Carrera 17, La Esperanza-Puerto Tejada, Puerto Tejada, Norte, Cauca, RAP Pacífico, Colombia",[ID: T-GJCN] [Cliente: GOKU] [EFECTIVO] | [EFECTIVO] Devuelta: $30.000,2026-07-04 16:59:00.274000+00:00,2026-07-04T17:43:51.705+00:00,28095c02-c61b-4532-afae-2e86ef6d1c04,
db9532fa-fe1e-44af-affc-1df5a10e0347,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,6b1b2e88-a670-4841-be37-f7c07ad8f669,,delivery,delivered,cash,59000.0,5000.0,0.0,64000.0,"Carrera 28, Bosques del Limonar, Puerto Tejada, Norte, Cauca, RAP Pacífico, Colombia",[ID: T-3M8R] [Cliente: GOKU] | [EFECTIVO] Devuelta: $41.000,2026-06-21 23:39:25.837000+00:00,2026-07-04T18:49:34.579+00:00,bba7d14f-0ddc-492a-a2b9-111f288c9945,
422837b0-182b-4dc7-a230-37764c795113,a0000000-0000-4000-8000-000000000001,b0000000-0000-4000-8000-000000000001,3c68a57a-0f53-421a-ba05-2f55af8d6573,,delivery,pending,cash,40000.0,5000.0,0.0,45000.0,CRA 17 # 18-44,[ID: T-3NAU],2026-07-04 18:51:25.767850+00:00,2026-07-04T18:51:34.416+00:00,8ea8bb23-3b3b-4133-8005-d992c5efdde1,1245
